time;t_mean;t_min;t_max;GlobR;hpa;rainfall;lon;lat;PH2O_kpa;radiation;PAR;esa;vpd;rh;Precsum_a;lamposumma_v;wind_speed;aika;vuosi;kk;paiva;longitude;latitude
1980-01-12;-5.1;-9.1;-4.6;760.0;3.66;0.0;3385000;6695000;0.36600000000000005;760.0;4.398148148148148;0.41880971984111726;0.05280971984111721;87.39052191502348;10.0;0.0;2.0;19800112;1980;1;12;3387739.869744148;6696836.513279357
1980-01-13;-2.1;-6.0;-0.8;1057.0;4.88;0.0;3385000;6695000;0.488;1057.0;6.116898148148148;0.5241135783942699;0.036113578394269874;93.1095892411505;10.0;0.0;2.0;19800113;1980;1;13;3387739.869744148;6696836.513279357
1980-01-14;1.0;-1.0;1.5;796.0;5.46;0.0;3385000;6695000;0.546;796.0000000000001;4.606481481481482;0.6570066738517271;0.11100667385172702;83.10417865301945;10.0;0.0;2.0;19800114;1980;1;14;3387739.869744148;6696836.513279357
1980-01-15;-2.1;-4.7;1.2;819.0;4.07;0.0;3385000;6695000;0.40700000000000003;819.0;4.739583333333333;0.5241135783942699;0.11711357839426983;77.65492381382839;10.0;0.0;2.0;19800115;1980;1;15;3387739.869744148;6696836.513279357
1980-01-16;-12.5;-16.2;-4.6;1513.0;1.95;0.0;3385000;6695000;0.195;1512.9999999999998;8.755787037037036;0.23492243754941644;0.039922437549416434;83.00611982156082;10.0;0.0;2.0;19800116;1980;1;16;3387739.869744148;6696836.513279357
1980-01-17;-7.6;-21.4;-0.2;940.0;3.55;0.0;3385000;6695000;0.355;940.0;5.439814814814815;0.345899794305219;0.0;100.0;10.0;0.0;2.0;19800117;1980;1;17;3387739.869744148;6696836.513279357
1980-01-18;-2.1;-4.3;0.6;1571.0;4.42;0.0;3385000;6695000;0.442;1571.0;9.091435185185185;0.5241135783942699;0.08211357839426986;84.33286566514042;10.0;0.0;2.0;19800118;1980;1;18;3387739.869744148;6696836.513279357
1980-01-19;-8.8;-12.9;-3.8;1663.0;2.92;0.0;3385000;6695000;0.292;1663.0000000000002;9.623842592592593;0.31510103938760375;0.023101039387603772;92.66868829360244;10.0;0.0;2.0;19800119;1980;1;19;3387739.869744148;6696836.513279357
1980-01-20;-7.5;-15.4;-3.9;1033.0;3.29;0.0;3385000;6695000;0.329;1033.0;5.9780092592592595;0.3485834400098265;0.01958344000982648;94.38199358831433;10.0;0.0;2.0;19800120;1980;1;20;3387739.869744148;6696836.513279357
1980-01-21;-7.5;-10.4;-4.8;1133.0;3.09;0.0;3385000;6695000;0.309;1133.0;6.556712962962963;0.3485834400098265;0.0395834400098265;88.64448637929827;10.0;0.0;2.0;19800121;1980;1;21;3387739.869744148;6696836.513279357
